,College Name,email,domain,state,are undocumented students considered international or domestic?,are you need-blind for undocumented students?,are there any restrictions on merit aid for undocumented students at your school?,does your school provide merit aid specially for undocumented students?,would you advise an undocumented student to reveal their status in their application or subsequent email?,how would their status affect their application?,is there a special contact point for undocumented students?,what other piece of advice would you give an undocumented student hoping for admission at your school?,other admissions information,are undocumented students eligible for need-based aid?,"what financial aid application should undocumented students send? the css, fafsa, isfaa or a form unique to your school?","if need-based aid is not available, is there a feasible path undocumented students can take to pay for their education with stackable merit scholarships, loans and/or grants from your school?",what would be the requirements for such scholarships and what would a student's chances of getting them?,other financial aid information,are there organized groups or clubs comprised of or advocating for undocumented students in your school?,how often does your office receive applications from undocumented students?,does your school allow immigration and customs enforcement (ice) officers onto campus without a warrant?,does the campus police enforce immigration law?,does your school share student immigration status with ice?,does your school provide distance-learning options for deported students to complete their degrees?,does your school provide confidential legal support to students with immigration law questions and issues?,other student life information,has undocu-student webpage,other information,special contact,gives aid?
157,California Institute Technology Caltech,['ugadmissions@caltech.edu'],caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,California Lutheran University,['admissions@callutheran.edu'],callutheran,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,California Maritime Academy,['admissions@csum.edu'],csum,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,California State Polytechnic University Pomona,['admissions@cpp.edu'],cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,California State University Bakersfield,['admissions@csub.edu'],csub,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,California State University Chico,['info@csuchico.edu'],csuchico,,,,,,,,,,,,,,"They all vary on what each scholarship needs, you will need to do your research.",,,,,,,,,,,,The Dream Center – Ms. Teresita Curiel,1.0
163,California State University Dominguez Hills,['info@csudh.edu'],csudh,,,"As a public institution in California, we do have students complete either the FAFSA or CA Dream Act in order to package students’ financial aid based on financial need",Besides scholarships federal aid and state aid are not based on merit but based on financial need,CSUDH has a Toro Dreamers Success Center and they do have a yearly scholarship specifically for our undocumented students.,,Undocumented status does not affect a students’ application on tuition purposes,,"Since status does not actually affect admissions, my only advice for an undocumented student is to seek out all the resources that is available on campus.","Yes, we have our Ana who is the Director for that program is a wonderful contact","Undocumented students in CA should apply for the California Dream Act (https://dream.csac.ca.gov/) They follow the same timeline as FAFSA. Our undocumented students may qualify for certain grants through the CA Dream Act. Also, look for undocumented specific scholarships.",,,See answer above. Scholarships are typically personal funding so their requirements are going to vary drastically from one to another.,"Need based aid is CA Dream Act, all other aids like scholarships will be more based on merit, but with so many different scholarship opportunities out there I cannot speak for them all and a student would need to sift through the ones they feel most confident in obtaining.",,Every year we receive applications from undocumented students.,"By federal law, any ICE agent is allowed on public spaces, however, the Office of the Chancellor has made a commitment not to break FERPA and share information with ICE agents who do not have a warrant.","No, by California law, no police officer has the authority to act as an immigration agent.","No, this would be a violation of FERPA. However, we cannot stop a detention if the officers have a federal warrant.","While we have online classes, and more now due to Covid restrictions, I cannot say that once we return back to in person classes if every major will offer an entirely online option. We do have majors that are entirely online, however, not all programs are online.","Yes, CSUDH students, faculty, staff and their immediate family members have access to free immigration legal services. They can make an appointment here: https://www.csudh.edu/dream-center/legal-services/","Yes, not only is there the TDSC, but we also have a organization on campus called ENF: Immigrant Student Alliance (Espíritu de Nuestro Futuro: Immigrant Student Alliance). They are a student organization that advocates, protects and supports the rights of undocumented students’ access to higher education. Their email is enf.csudh@gmail.com",,,Toro Dreamers Success center. tdsc@csudh.edu,0.0
164,California State University East Bay,['admissions@csueastbay.edu'],csueastbay,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,California State University Fresno,['admissions@csufresno.edu'],csufresno,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,California State University Fullerton,['admissions@fullerton.edu'],fullerton,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,California State University Long Beach,['eslb@csulb.edu'],csulb,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,California State University Los Angeles,['admission@calstatela.edu'],calstatela,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,California State University Monterey Bay,['admissions@csumb.edu'],csumb,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,California State University Northridge,['admissions.records@csun.edu'],csun,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,California State University Sacramento,['admissions@csus.edu'],csus,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,California State University San Bernardino,['moreinfo@csusb.edu'],csusb,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,California State University San Marcos,['apply@csusm.edu'],csusm,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,California State University Stanislaus,['outreach_help_desk@csustan.edu'],csustan,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,California University Of Pennsylvania,"['inquiry@calu.edu', 'admissions@calu.edu']",calu,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Calumet College Of St Joseph,['admissions@ccsj.edu'],ccsj,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Calvary University,['admissions@calvary.edu'],calvary,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Calvin College,['admissions@calvin.edu'],calvin,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Cambridge College,['admissions@cambridgecollege.edu'],cambridgecollege,,Domestic.,The status does not matter to us. We do not ask the status of the student.,,,,We do not ask for their status.,"No. For information about the degree program, call (800) 829-4723",,We are nonprofit. our tuition is affordable. Learn more here: https://www.cambridgecollege.edu/about-cambridge-college,"No, they are not eligible for aid.",,None. They are responsible for payment.,,,No,,,No,No,,,No,,,,0.0
180,Cameron University,['admissions@cameron.edu'],cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Campbellsville University,['admissions@campbellsville.edu'],campbellsville,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Canisius College,['admissions@canisius.edu'],canisius,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Capital University,['admission@capital.edu'],capital,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Capitol Technology University,['admissions@captechu.edu'],captechu,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Cardinal Stritch University,['admissions@stritch.edu'],stritch,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Caribbean University,['admisiones@caribbean.edu'],caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Carleton College,['admissions@carleton.edu'],carleton,MN,,,,,,,,,"We consider applications from all students, regardless of citizenship. This includes students living in the United States who are not U.S. citizens or legal permanent residents. We are able to fully support undocumented students with DACA status: https://www.uscis.gov/humanitarian/consideration-deferred-action-childhood-arrivals-daca. These students are not considered among our international applicants.
Because we have limited financial resources, we consider undocumented students without DACA status with international applicants who apply for financial aid. These undocumented students are eligible for Carleton-based grants and loans.
Applying for Admission.
Undocumented students should follow the same admissions application procedures: http://www.carleton.edu/admissions/apply/steps/ as U.S. citizens and U.S. permanent residents.",,,,,"Applying for Financial Aid
Undocumented students who need financial assistance must complete just one frm:
College Scholarship Service (CSS) Financial Aid PROFILE: https://cssprofile.collegeboard.org/.
Awards for undocumented students come in the form of grants, scholarships, student loan, and a campus employment opportunity. Financial aid is applied to academic-year expenses and generally is not available for travel or summer expenses. Scholarship amounts vary and are based on the need of the individual student. It is important to note that if we cannot meet your demonstrated financial need, we will not offer you admission.",,,,,,,,"https://www.carleton.edu/dean-of-students/student-support/daca-support/

DACA FAQ: https://www.carleton.edu/dean-of-students/student-support/daca-support/daca-faq/",,,,0.0
188,Carlow University,['admissions@carlow.edu'],carlow,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Carroll College,"['enroll@carroll.edu', 'admission@carroll.edu']",carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Carroll University,['info@carrollu.edu'],carrollu,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Carson Newman University,['admitme@cn.edu'],cn,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Carthage College,['admissions@carthage.edu'],carthage,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Case Western Reserve University,['admission@case.edu'],case,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Castleton University,['info@castleton.edu'],castleton,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Catawba College,"['admission@catawba.edu', 'admissions@catawba.edu']",catawba,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Catholic University America,['cua-admissions@cua.edu'],cua,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Cazenovia College,['admission@cazenovia.edu'],cazenovia,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Cedar Crest College,['admissions@cedarcrest.edu'],cedarcrest,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Cedarville University,['admiss@cedarville.edu'],cedarville,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Centenary College Louisiana,['admission@centenary.edu'],centenary,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Centenary University,"['admissions@centenaryuniversity.edu', 'centuadmissions@centenaryuniversity.edu']",centenaryuniversity,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Central Christian College Of Kansas,['admissions@centralchristian.edu'],centralchristian,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Central College,['admission@central.edu'],central,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Central Connecticut State University,['admissions@ccsu.edu'],ccsu,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Central Methodist University,['admissions@centralmethodist.edu'],centralmethodist,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Central Michigan University,['cmuadmit@cmich.edu'],cmich,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Central Penn College,['admissions@centralpenn.edu'],centralpenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Central State University,['admissions@centralstate.edu'],centralstate,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Central Washington University,['admissions@cwu.edu'],cwu,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Centre College,['admission@centre.edu'],centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Chadron State College,['cscadmissions@csc.edu'],csc,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Chaminade University Honolulu,['admissions@chaminade.edu'],chaminade,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Champlain College,['admission@champlain.edu'],champlain,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Chapman University,['admit@chapman.edu'],chapman,,,,,,,,,,,,,,,,,,,,,,,,https://www.chapman.edu/admission/undergraduate/how-to-apply/undocumented-students.aspx,,,
215,Charles R Drew University Medicine And Science,['admissionsinfo@cdrewu.edu'],cdrewu,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Charleston Southern University,['enroll@csuniv.edu'],csuniv,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Charter Oak State College,['admissions@charteroak.edu'],charteroak,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Chatham University,['admissions@chatham.edu'],chatham,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Chestnut Hill College,['admissions@chc.edu'],chc,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Cheyney University Of Pennsylvania,['admissions@cheyney.edu'],cheyney,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Chicago State University,['ug-admissions@csu.edu'],csu,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Chipola College,['hambrightb@chipola.edu'],chipola,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Chowan University,['enroll@chowan.edu'],chowan,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Christendom College,['admissions@christendom.edu'],christendom,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Christian Brothers University,['admissions@cbu.edu'],cbu,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Christopher Newport University,['admit@cnu.edu'],cnu,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Cincinnati Christian University,['ccuadmissions@ccuniversity.edu'],ccuniversity,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Claflin University,['admissions@claflin.edu'],claflin,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Claremont Mckenna College,['admission@cmc.edu'],cmc,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Clarion University Of Pennsylvania,['admissions@clarion.edu'],clarion,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Clark Atlanta University,['admissions@cau.edu'],cau,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Clark University,['admissions@clarku.edu'],clarku,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Clarke University,['admissions@clarke.edu'],clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Clarks Summit University,['admissions@clarkssummitu.edu'],clarkssummitu,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Clarkson College,['admissions@clarksoncollege.edu'],clarksoncollege,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Clarkson University,['admission@clarkson.edu'],clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Clayton State University,['ccsu-info@clayton.edu'],clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Clear Creek Baptist Bible College,['admissions@ccbbc.edu'],ccbbc,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Cleary University,['admissions@cleary.edu'],cleary,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Clemson University,['cuadmissions@clemson.edu'],clemson,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Cleveland Institute Of Music,['admission@cim.edu'],cim,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Cleveland State University,['admissions@csuohio.edu'],csuohio,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Coastal Carolina University,['admissions@coastal.edu'],coastal,SC,,,,,,,,,,,,,,,,,,,,,,,,"As a public university in South Carolina, Coastal Carolina University must abide by state laws when considering applicants for admission:

SECTION 59-101-430. Unlawful aliens. eligibility to attend public institution of higher learning. development of process for verifying lawful presence. eligibility for public benefits on basis of residence.

(A) An alien unlawfully present in the United States is not eligible to attend a public institution of higher learning in this State, as defined in Section 59-103-5. The trustees of a public institution of higher learning in this State shall develop and institute a process by which lawful presence in the United States is verified. In doing so, institution personnel shall not attempt to independently verify the immigration status of any alien, but shall verify any alien's immigration status with the federal government pursuant to 8 USC Section 1373(c).

(B) An alien unlawfully present in the United States is not eligible on the basis of residence for a public higher education benefit including, but not limited to, scholarships, financial aid, grants, or resident tuition.

HISTORY: 2008 Act No. 280, Section 17, eff June 4, 2008.

This excerpt is from South Carolina’s code of laws. A complete, unannotated Title 59 – Education resource can be accessed here: https://www.scstatehouse.gov/code/t59c101.php",,0.0
244,Coe College,['admission@coe.edu'],coe,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Cogswell Polytechnical College,['info@cogswell.edu'],cogswell,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Coker College,['admissions@coker.edu'],coker,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Colby College,['admissions@colby.edu'],colby,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Colby Sawyer College,['admissions@colby-sawyer.edu'],colby-sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Colgate University,['admission@colgate.edu'],colgate,,,,,,,,,,,,,,,"Because of the nature of our financial aid award packages, undocumented students are considered international students in the application process. Colgate is need-aware for all applicants but meets 100% of demonstrated financial need, which is based on the CSS Profile. This means that there are some students who are receiving full financial aid packages on our campus. Colgate does not offer any academic merit aid or scholarships.",,,,,,,,,,It is up to each student whether they feel comfortable sharing that they are an undocumented student. Colgate does not publish how many undocumented students apply or how many enroll due to protect our students. Undocumented students can reach out to our Office of International Student Services so they can learn more about how Colgate supports their individual needs. They can be contacted at 315-228-6131 or oiss@colgate.edu.,,0.0
